iduser,pop57,edfa57q,edmo57q,sesp57,hsdm57,hsrankq,tchevl,gwiiq_bm,relfml,milty,mlentr,mx014rer,mx015rer,iduser0,sexrsp,packyears,edfa57qmis,edmo57qmis,sesp57mis,hsrankqmis
426017,5,7,7,4,3,43,0,99,39,1,2,0,0,1,,0,0,0,0,0
426018,5,10,13,3,3,71,1,91,96,1,2,10,1,1,,10,0,0,0,0
426019,5,10,13,3,3,50,0,115,44,0,-2,0,0,1,,0,0,0,0,0
426022,5,10,12,3,3,26,0,82,39,1,2,10,1,1,,10,0,0,0,0
426029,5,10,12,3,3,69,1,112,96,1,2,5,1,1,,5,0,0,0,0
427001,3,12,16,3,3,61,0,104,1,1,2,20,1,1,,20,0,0,0,0
427002,3,7,13,3,3,37,0,104,1,0,-2,0,0,1,,0,0,0,0,0
427009,3,7,7,3,3,80,0,115,96,0,-2,2,2,1,,4,0,0,0,0
427010,3,7,10,3,3,15,0,82,39,0,-2,0,0,1,,0,0,0,0,0
427012,3,7,12,3,3,49,0,87,1,0,-2,2,0,1,,0,0,0,0,0
427014,3,7,12,2,3,12,0,78,43,0,-2,25,1,1,,25,0,0,0,0
428002,3,7,7,3,3,8,0,82,39,0,-2,0,0,1,,0,0,0,0,0
428007,3,10,12,3,3,27,0,67,39,1,2,8,1,1,,8,0,0,0,0
428008,3,10,7,3,3,16,0,76,43,1,1,20,3,1,,60,0,0,0,0
428009,3,10,10,3,3,3,0,83,39,1,2,33,2,1,,66,0,0,0,0
428012,3,13,10,5,3,54,0,111,39,0,-2,0,0,1,,0,0,0,0,0
429006,3,12,16,4,3,38,0,96,43,1,2,38,1,1,,38,0,0,0,0
429009,3,-3,-3,4,3,-3,0,99,19,0,-2,0,0,1,,0,1,1,0,1
429012,3,14,16,3,3,65,0,102,40,0,-2,0,0,1,,0,0,0,0,0
429013,3,16,16,3,3,70,0,103,43,0,-2,15,2,1,,30,0,0,0,0
430002,2,10,7,2,3,-3,0,102,43,1,2,0,0,1,,0,0,0,0,1
430003,2,10,12,4,3,88,1,117,40,1,2,10,2,1,,20,0,0,0,0
431002,2,12,7,4,3,0,0,78,1,0,-2,0,0,1,,0,0,0,0,0
431006,2,7,7,2,3,82,0,96,39,0,-2,0,0,1,,0,0,0,0,0
432012,6,10,7,3,3,10,0,79,39,0,-2,10,1,1,,10,0,0,0,0
432015,6,10,-1,4,3,25,0,112,39,0,-2,20,1,1,,20,0,1,0,0
432020,6,16,12,4,3,97,1,121,43,1,1,0,0,1,,0,0,0,0,0
432024,6,-1,-1,3,3,44,0,86,39,1,1,0,0,1,,0,1,1,0,0
432027,6,7,-1,-3,3,27,0,104,39,0,-2,38,2,1,,76,0,1,1,0
432030,6,-3,-3,-3,3,12,0,86,96,0,-2,25,2,1,,50,1,1,1,0
432032,6,10,10,3,3,45,0,99,43,0,-2,10,1,1,,10,0,0,0,0
432036,6,10,7,-3,3,24,0,61,43,1,1,0,0,1,,0,0,0,1,0
432041,6,7,7,4,3,8,0,77,39,0,-2,38,1,1,,38,0,0,0,0
432046,6,7,7,4,3,53,0,106,18,0,-2,30,2,1,,60,0,0,0,0
432047,6,12,10,3,3,47,0,91,41,1,2,36,2,1,,72,0,0,0,0
432050,6,10,13,4,3,55,0,113,38,0,-2,20,0,1,,0,0,0,0,0
432053,6,12,-3,4,3,85,0,104,39,0,-2,35,1,1,,35,0,1,0,0
432055,6,14,12,4,3,55,0,93,43,0,-2,25,1,1,,25,0,0,0,0
432056,6,12,12,3,3,77,0,107,43,0,-2,0,0,1,,0,0,0,0,0
432057,6,13,7,4,3,14,0,86,96,0,-2,0,0,1,,0,0,0,0,0
432061,6,7,7,2,3,70,0,77,39,0,-2,0,0,1,,0,0,0,0,0
432063,6,-1,-1,4,3,2,0,61,1,0,-2,0,0,1,,0,1,1,0,0
432064,6,7,-1,4,3,80,0,120,96,0,-2,38,1,1,,38,0,1,0,0
432077,6,-1,-1,-3,3,2,0,61,1,0,-2,0,0,1,,0,1,1,1,0
432090,6,7,7,3,3,89,0,92,39,1,1,0,0,1,,0,0,0,0,0
432093,6,10,16,3,3,93,0,124,39,0,-2,0,0,1,,0,0,0,0,0
433004,4,7,10,4,3,49,0,101,42,1,2,10,1,1,,10,0,0,0,0
433006,4,7,10,3,3,35,0,104,43,0,-2,0,0,1,,0,0,0,0,0
433017,4,7,7,3,3,15,0,104,42,1,1,0,0,1,,0,0,0,0,0
